image_name,comment,category
531261613.jpg,group of horse riders travel through the woods,horse
763577068.jpg,a little dog with a red ribbon on its head takes a walk,dog
285586547.jpg,a man on a motorcycle rides with a dog,dog
1957371533.jpg,a black and white dog shakes itself to get the water off,dog
443885436.jpg,a white dog jumps in the snow,dog
909808296.jpg,a dog on a leash walks on the sidewalk while another dog follows,dog
2558312618.jpg,the tan dog in a black collar runs across a field,dog
2709683703.jpg,a man spraying a super soaker into the mouth of a dog,dog
2839532455.jpg,a little dog plays with a colorful ball in the sand,dog
1923476156.jpg,a white dog being led by a person on a bicycle,dog
3515904775.jpg,a black and white dog carrying an orange ball coming out of the water,dog
557601144.jpg,a dog runs for a tennis ball in a backyard with a tile courtyard,dog
494792770.jpg,a dog pauses in the bushes,dog
278105206.jpg,a dog running through snow,dog
1895768965.jpg,a dog with one ear up runs outside through the fall leaves,dog
2543589122.jpg,a black and white dog trying to bite a stream of water,dog
1526325728.jpg,a gray dog plays in the sand at the ocean,dog
2602306033.jpg,a black dog with a stick swimming in the ocean,dog
504385521.jpg,a tan dog is shaking water off its fur,dog
4061703371.jpg,back end of horse and rider outside a boxcar ramp,horse
2518094853.jpg,a beige dog with his tongue out is leaping in the air above the grass,dog
411863595.jpg,a man holds a long leash with a large gray dog attached to it,dog
2995461857.jpg,a dog runs across the street in front of the car,dog
3708266246.jpg,a black and white dog jumps over a bar,dog
3155390408.jpg,a dog with its mouth open is about to catch a ball in a living room,dog
2229179070.jpg,a brown dog jumps through three hoops,dog
1904112245.jpg,a medium sized dog sniffing in a forest,dog
3618525295.jpg,a dog sits with a woman in an outdoor cafe,dog
2465691083.jpg,a black and brown dog swimming in a lake,dog
7804907374.jpg,a young lady wearing a pink shirt is one the back of a black white and gray jumping horse,horse
221973402.jpg,a red shirted boy and a black dog with a frisbee run in the green grass,dog
2848571082.jpg,black dog jumps for white ball,dog
2826769554.jpg,a brown dog is carrying a wet stick on the shore of the ocean,dog
2526585002.jpg,three men in team uniforms are surrounding a yellow dog in a boat,dog
3207775692.jpg,a black dog bites a tan dog while standing near the patio door,dog
2751602672.jpg,man holding a stick while a dog jumps up to grab it,dog
2375924666.jpg,a brown dog plays with a toy bat hanging out its mouth,dog
3247693965.jpg,a dog is pulling a red sled across the snow,dog
2741051940.jpg,a chubby puppy dog with its tail cutoff plays with a bag,dog
3224227640.jpg,a white dog and brown dog fighting,dog
284105062.jpg,an older man wearing a red coat and black beret is sitting on top of short horse surrounded by dirt,horse
298122528.jpg,a baby grabs an orange cat s tail,cat
3441531010.jpg,there is a beige and white dog running through water,dog
3593392955.jpg,a black and tan dog is running with a white and gray dog along dirt,dog
3671851846.jpg,a woman is standing in a green field holding a white dog and pointing at a brown dog,dog
2444339090.jpg,a black and white dog running through some red and white poles,dog
427936315.jpg,a dog runs for a red frisbee,dog
2428086758.jpg,a big dog stiffing a smaller dog near the edge of a river,dog
3294952558.jpg,a brown dog is fetching a stick in a country setting,dog
2630507245.jpg,racing greyhound dog wearing number,dog
2469498117.jpg,a muzzle greyhound dog running on a track,dog
4176576400.jpg,a man is sitting in a lawn chair holding an infant while a dog is laying down beside him,dog
2450486758.jpg,a white dog in a blue leaps over a man in a blue outfit with yellow stars in order to catch a frisbee whilst people stand by and watch,dog
3638577494.jpg,one dog wades in the water while another dog is on land,dog
2114355355.jpg,a brown dog is sitting in the front of a canoe,dog
3446586125.jpg,a beige dog running on the grass with a tennis ball in his mouth,dog
3004823335.jpg,a black and white dog stares up into the sky on a sunny day,dog
2340919359.jpg,a man is sitting on a black and brown dog,dog
3436074878.jpg,police dog has caught a trainer,dog
3408274796.jpg,a dog runs down a trail with a stick in his mouth,dog
2822148499.jpg,a brown and white dog looking into a pool at a tennis ball,dog
760180310.jpg,a baby lays next to a big brown dog on a palid bed cover,dog
468930779.jpg,a dog has its head coming up from the water as it holds a stick,dog
3185695861.jpg,a dog with a ball in its mouth sitting outside,dog
2271890493.jpg,large dog and small dog in sand,dog
531152619.jpg,a brown furry dog is biting a no hair brown dog,dog
1659358141.jpg,a brown dog is panting hard on grass during a sunny day,dog
2331827016.jpg,an equestrian rider in uniform jumps their white horse over a fence,horse
439916996.jpg,a woman watches a brown dog run away from a house across the grass,dog
2410040397.jpg,a dog running through the woods,dog
4447268988.jpg,a group of people and a dog sitting on the steps,dog
3710468717.jpg,two children and a black dog are playing out in the snow,dog
2335634931.jpg,a dog biting a man who is falling to the ground,dog
1659358141.jpg,a gray dog walks in the green grass,dog
4482109273.jpg,two men and a dog are walking down a dirt road,dog
2880051254.jpg,the white and black dog is on the grass,dog
3559781965.jpg,a brown dog with a blue muzzle is running on green grass,dog
2311690895.jpg,a brown dog looks up while a person s fingers are in its mouth,dog
3123463486.jpg,a brown and white dog runs along on the gravel,dog
3362871440.jpg,a black dog rears out of a pond,dog
3215896272.jpg,a dog wearing a green sweater and backpack running in the snow,dog
1172514641.jpg,two men and a dog are standing among rolling green hills,dog
2557507575.jpg,a brown shorthaired dog runs through high grass,dog
236144859.jpg,a black dog nurses white puppies,dog
2313230479.jpg,a brown dog and black and white dog run along the green grass,dog
3393152604.jpg,the dog plays with the large log,dog
4960755808.jpg,several people watch as an upsidedown rider is being thrown from a bucking horse,horse
2541104331.jpg,a dog is running through a pond,dog
1659358133.jpg,a dog sniffs a tree stump,dog
3356901257.jpg,a dog is jumping in the air to catch something,dog
1359101233.jpg,the dog in the red vest runs in the field,dog
2704379125.jpg,a dog chasing sheep down a county road,dog
2460159430.jpg,a dog running in long grass,dog
3214579977.jpg,one black dog is jumping off the snow filled ground,dog
448590900.jpg,a dog is digging a field,dog
421932359.jpg,a dog running through a field towards a camera,dog
426920445.jpg,a dog runs in a field with its tongue sticking out,dog
4612748550.jpg,three people walk across a stone bridge on a lake while a dog swims,dog
4603097016.jpg,a woman and her dog having lunch on a park bench,dog
2353088412.jpg,a brown dig and black dog are playing with a stuffed toy,dog
7102570983.jpg,a cowboy is in an arena with horses and a cow,cow
267162122.jpg,a black dog and a white dog wrestling next to a food dish,dog
2837808847.jpg,a brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background,dog
431282339.jpg,a small dog leaps over a striped hurdle,dog
3211581957.jpg,horse and rider leap over a barrier,horse
294709836.jpg,closeup of a white bunny with another white bunny and black horse in the background,horse
2583001715.jpg,the small dog is playing with a large ball on the grass,dog
3339263085.jpg,a light brown dog is splashing in the water with its paw,dog
288508162.jpg,the black puppy is being touched by a foot,dog
818340833.jpg,a black and white dog is carrying a stick in a field,dog
2220612655.jpg,the dog is running in the grass,dog
312156254.jpg,a little black dog wearing a red collar is in the leaves with a blue ball,dog
539218410.jpg,a man with a shopping bag stands in front of a billboard featuring a cow,cow
2374570771.jpg,a dog runs through the water,dog
3724759125.jpg,a boy on a play horse at the park points to the slide,horse
534313000.jpg,a brown dog is jumping into a pond,dog
256292144.jpg,a brown dog is running across a low cut field of grass with another dog and onlookers nearby,dog
3281580623.jpg,two standing dogs and one brown dog lying on its back interact,dog
2501742763.jpg,a black dog is running fast on green grass,dog
284441196.jpg,a dog running on the grass,dog
1057251835.jpg,a tan dog runs on a sandy beach,dog
1526181215.jpg,a dog is jumping into the water,dog
2120411340.jpg,a white dog looks at a nervous cow in a mountain setting,dog
130784506.jpg,a brown horse is standing behind a girl and is sniffing her hair,horse
2054869561.jpg,a black and white dog is looking at a pink frisbee on a court,dog
1117972841.jpg,a dog is standing in the sand,dog
6907789234.jpg,jokey on white or light gray horse is jumping over a hurdle of yellow,horse
2497608431.jpg,the man in the black jacket is throwing a stick for the dog to chase,dog
11382381.jpg,a woman in a green shirt is working on a horse s hoof,horse
513269597.jpg,a dog next to pine tree biting on a bucket,dog
1975531316.jpg,a dog is on a leash held by a woman in white shoes,dog
280706862.jpg,a black dog emerges from the water onto the sand,dog
3264678536.jpg,a dog holds a smaller animal in its mouth,dog
3560125106.jpg,a dog is jumping through a flaming hoop,dog
2620113705.jpg,a small white dog sits in a field,dog
219123214.jpg,a person covered partially with a pink blanket sleeps as a gray and white cat sleeps on the floor nearby,cat
2208652989.jpg,a person in reflective gear is riding a white horse on a cobblestone city street,horse
2587017287.jpg,a big tan wet dog in shallow water,dog
4953270033.jpg,older man leading a white cow down a crowded street,cow
2325816912.jpg,the black dog has a blue collar on,dog
3014546644.jpg,a dog jumps in the field,dog
387078972.jpg,a dog walking along the side of a house in the snow,dog
2972268289.jpg,a man who has fallen off his horse while trying to catch a small cattle,horse
203701114.jpg,eight african american kids with balloons shaped as a dog,dog
2280525192.jpg,black and brown dog with red harness in high grass,dog
278105206.jpg,the dog is running through deep snow,dog
3638178504.jpg,a small child staring at a horse and a pony,horse
2217328285.jpg,a black dog frolics in the snow,dog
2130203183.jpg,a dog sitting in ice and snow,dog
255266148.jpg,a black and white dog is walking with a blue frisbee in its mouth,dog
7430282012.jpg,a jockey jumps a horse over a fence,horse
2120161244.jpg,a brunette woman holds a black and white cat while sitting on a couch,cat
1932161768.jpg,a small white dog with a blue collar is climbing over a large log,dog
2853205396.jpg,a black and white dog is jumping into the water,dog
2219805677.jpg,a dog trying to catch a tennis ball,dog
3562282690.jpg,a dog running at the beach with a man looking in the background,dog
3649387275.jpg,a white and brown dog appears to be walking on the water,dog
1598085252.jpg,a dog in a field,dog
514031930.jpg,a dog on a leash puts his front paws on a bar,dog
1904112245.jpg,a dog in the forest,dog
3471571540.jpg,a black and white dog is running out of a yellow tunnel with his trainer next to him,dog
2228381169.jpg,a security officer is standing guard with the help of a white dog,dog
512031915.jpg,a black puppy is playing with an orange on a carpeted floor,dog
3623650392.jpg,a brown dog is staring into the distance while standing on dry grass,dog
3195701071.jpg,a red dog on a grassy backyard shot from behind,dog
2913972180.jpg,a man and a dog,dog
3602838407.jpg,a black dog in water,dog
2331827016.jpg,a person riding a gray horse who has just jumped,horse
496971341.jpg,a black dog and a black dog are fighting over a soccer ball,dog
3265209567.jpg,a dog running along beside a cow in a grassy field,dog
3626475209.jpg,a dog is jumping over red and blue hurdles,dog
3427233064.jpg,a girl is hanging on the fence watching a horse,horse
2391269207.jpg,a white dog with a blue collar runs while carrying a yellow toy,dog
4691217656.jpg,a man and a woman are walking on a street in front of a statue of a man on a horse,horse
2381102729.jpg,a tan dog jumping across a stream,dog
5194027799.jpg,a woman in a black floral dress holds a young puppy,dog
2479180530.jpg,the dog is playing with the stick on the beach,dog
2895403073.jpg,one dog baring teeth at two other dogs running on the sand,dog
2257238490.jpg,a girl kicking a small ball on the beach and her dog,dog
2502905671.jpg,man on rocky beach playing with black and white dog,dog
2680619645.jpg,an aggressive dog,dog
3383388869.jpg,a brown dog is making a big splash whilst trying to swim,dog
2315593294.jpg,a man in a hat riding a bucking horse,horse
2276499757.jpg,a large brown dog is looking at a medium sized black dog,dog
3265864834.jpg,a brown dog wearing a chain collar on a mountain running crazily,dog
3488087117.jpg,a white dog with brown ears is running on the sidewalk,dog
3610189629.jpg,the large dog watches the small one play with rope,dog
399679638.jpg,a brown dog and a gray dog are playing in the snow,dog
2490687446.jpg,black dog in the water shaking the water off of him,dog
483136916.jpg,a dog stands in a field,dog
3401647850.jpg,a brown dog is in the water shaking its head,dog
4376363559.jpg,a man in a green jacket is looking after a black horse,horse
2452334314.jpg,an equestrian and horse make a jump on a course,horse
1620397000.jpg,a white dog with black spots jumps over a stream,dog
2466171114.jpg,a dog running though a grassy field,dog
944788251.jpg,a boy and his dog are watching an object in the water,dog
2448210587.jpg,an old woman with a white dog,dog
1679557684.jpg,a white dog is watching a black dog jump on a lawn next to a pile of large rocks,dog
2045023435.jpg,a brown dog reaches for a tennis ball,dog
2773747725.jpg,a woman in a purple jacket leads a horse,horse
2830880811.jpg,a dog is running while catching a tennis ball in its mouth,dog
2087640654.jpg,a dog is digging a large hole in a yard to find something,dog
3225226381.jpg,a small white and black dog chasing a slightly larger brown dog in a grassy area,dog
3257277774.jpg,a black and white dog jumping in the snow,dog
3030793171.jpg,a dog running in a fenced yard,dog
2862004252.jpg,a smal hound dog walking through the grass outside,dog
2716369043.jpg,a man on a skateboard is being pulled by a running dog on a leash,dog
2545192257.jpg,a black and white dog near a gray and white dog on beige carpet,dog
3625957413.jpg,a black dog chasing a brown one,dog
3683185795.jpg,the dog that the two children are walking is looking up at a tree,dog
2619267133.jpg,a young boy rides a red horse,horse
2259203920.jpg,a small dog on a leash jumps toward a pink ball,dog
2453318633.jpg,a brown and black dog is jumping through a ring of fire,dog
3148647065.jpg,a tan dog running through the grass with the background blurry,dog
2300920203.jpg,a fluffy dog looking at a yellow chew toy,dog
300222673.jpg,a man plays a yellow guitar while a cat watches him,cat
2393298349.jpg,two children are playing soccer near to a black dog and a white goat,dog
3030793171.jpg,a brown dog runs in the grass with a wooden fence behind,dog
1827560917.jpg,a dog with a harness and a toy its mouth,dog
1957371533.jpg,a black and white dog shakes water off itself,dog
315436114.jpg,a brown dog bites a purple mitten in the snow,dog
3595992258.jpg,a reddish brown dog running,dog
3587009091.jpg,a dog swims near ducks,dog
2547785434.jpg,a dog is herding a bucking cow,dog
411678041.jpg,a man in a parade rides a brown horse and works a lariat rope,horse
1188670028.jpg,a person is riding on a horse along a sandy trail in a grassy region,horse
3138562460.jpg,a brown and white horse runs in the gravel,horse
3396817186.jpg,a brown dog with a yellow toy in his mouth is jumping off the grassy ground,dog
2832487464.jpg,a black and white dog is jumping over a hurdle,dog
454691853.jpg,a large furry brown dog is walking with a leash in his mouth,dog
298122528.jpg,a baby in an exersaucer pulls a striped cat s tail,cat
3323952123.jpg,a black dog with a red collar is running on the snow,dog
2664027527.jpg,cowboy riding a horse at an event,horse
232874193.jpg,a brown and black dog running through a grassy field,dog
3467941308.jpg,a brown dog is gallopsing through the grass,dog
1626754053.jpg,a dog about to jump to catch a frisbee,dog
2590318805.jpg,beside a white building with a thatched roof a horse with a cart full of straw and several chickens,horse
285586547.jpg,a man is riding a motorcycle with his dog in the passenager seat,dog
314603661.jpg,a hound dog runs around in a house chasing a toy,dog
1461653394.jpg,a large white dog growling at a large black dog,dog
2884301336.jpg,a dog splashing in a small pool with a small football,dog
285586547.jpg,a man and a dog who are both wearing sunglasses take a ride,dog
3221815947.jpg,a horse running through a dirt pen,horse
2503678250.jpg,a child with blondhair is reading a book next to a dog,dog
2710280476.jpg,two children watch as a dog runs through a blue fenced course towards a person holding a scanner and microphone,dog
661757041.jpg,a small black and brown longhaired dog prepares to catch a red ball in the grass,dog
3650111717.jpg,a wet dog catches seaweed in his mouth,dog
2061397486.jpg,a dog with a reflective garmet running down a rural road,dog
3452127051.jpg,a dark brown dog wearing a yellow harness is jumping over a hurdle in an agility competition,dog
2728486640.jpg,a white dog is jumping for a treat,dog
3394070357.jpg,wet brown dog,dog
2790909995.jpg,a dog running through the sand,dog
2374247382.jpg,a toddler is sitting on a wooden horse and smiling,horse
303795791.jpg,one small dog chases another across grass,dog
3248752274.jpg,a black dog wearing a harness is pulling a sled,dog
3463922449.jpg,a brown dog is in an agility contest and running towards a blue tube,dog
2808098783.jpg,a brown and white dog is licking a small brown terrier,dog
543613917.jpg,cowboy holding on to the horse,horse
3408274796.jpg,a dog runs with a large stick in its mouth,dog
3294209955.jpg,brown and white dog runs through brush,dog
2896483502.jpg,a black and white dog is catching a frisbee,dog
3711826708.jpg,a dog is walking through an area of heavy foliage along a dirt path,dog
3545779287.jpg,a large dog is running on the grass with a rope in its mouth,dog
3507076266.jpg,man leads a black show horse as crowd observes,horse
2602306033.jpg,a black dog biting onto something is swimming in the beach,dog
496555371.jpg,one black and white dog and two brown and white dogs moving on sand,dog
233242340.jpg,the black and white dog ran down the ramp,dog
359173181.jpg,a dog leaps through a snowy field,dog
189022647.jpg,a woman in a blue outfit pulls a cat off the roof of a car,cat
1597557856.jpg,a brown dog is jumping up at a woman who is wearing a brown skirt,dog
2999638340.jpg,a brown dog lays in the snow while posing for a picture,dog
2965604928.jpg,the skinny dog with the long tail is traveling through the field,dog
316577571.jpg,a white dog is chasing behind a black and white dog,dog
3294952558.jpg,a dog runs through a field with a stick in his mouth,dog
1859941832.jpg,a white dog has jumped up in the air to catch a frisbee,dog
2095435987.jpg,the white and brown dog is rolling in the sand,dog
4360937435.jpg,a sheepdog is being looked over by judges at a dog show,dog
2110898123.jpg,a brown dog wearing a red vest is running in the grass,dog
410422753.jpg,a dog runs through the snow,dog
468911753.jpg,the brown dog is running away with a stick in its mouth,dog
2101457132.jpg,a wet black dog jumping into a lake,dog
512101751.jpg,a white dog with a muzzle is running on the grass,dog
3507076266.jpg,man in brown jacket leading black horse,horse
2364096157.jpg,the dog is walking on the beach carrying a piece of yellow rope in its mouth,dog
3026102616.jpg,a dog is standing up against the kitchen counters trying to get into bags,dog
3091912922.jpg,the tan colored dog has a yellow toy in its mouth,dog
241346215.jpg,a horse mascot gives highfives to some football fans,horse
3437693401.jpg,the white dog is jumping up at the brown dog,dog
526746449.jpg,a little girl leans over to get a closer look at a cow,cow
4363986324.jpg,a young girl dressed in gray kneels to look at a dog,dog
3352577815.jpg,a cowgirl is lassoing a young white calf from the back of her brown horse,horse
662606040.jpg,a small dog plays on the green grass,dog
2938747424.jpg,a pale colored dog runs through a body of water,dog
3682277595.jpg,a brown and white dog trots across shallow water with his mouth open,dog
1355935187.jpg,the white poodle dog is coming out of a blue tent,dog
2839038702.jpg,a dog stands on a hill looking towards the valley with a stick in its mouth,dog
3415178926.jpg,a man tries to take a stick away from a brown dog,dog
2482629385.jpg,a dog on the edge of a body of water,dog
3401647850.jpg,the large dog wading in the water and shaking,dog
3631024633.jpg,a little girl with glasses holding a small black kitten or puppy n her hands watching it,cat
1189977786.jpg,one tan dog jumping in a pool while the other gray dog is on the deck,dog
2953861572.jpg,the brown dog is running across the sand,dog
2707969386.jpg,a little gray dog jumps over a small hurdle,dog
2561212119.jpg,a black dog wearing a red collar is standing in a stream with its tongue out,dog
2267682214.jpg,a furry brown dog carries his toy in mouth outside,dog
3036596725.jpg,a white and black dog racing on a track,dog
4480498252.jpg,three females are walking along the street black dog,dog
4769117130.jpg,a dog and a little girl are playing together,dog
137861003.jpg,a boat being bulled by a brown horse under a bridge,horse
1184967930.jpg,a brown dog running through the grass and flowers,dog
3393152604.jpg,black and white dog grabs tree limb,dog
2842032768.jpg,one black dog with a toy and one yellow dog,dog
1368338041.jpg,two white dogs look at one black dog on a paved walkway,dog
378170167.jpg,a white dog travels along a narrow path in a park setting,dog
2314732154.jpg,a dog walks in the grass towards a dog lying down,dog
1341077576.jpg,a man walks into a maroon building as a dog looks on,dog
684375286.jpg,a small dog playing tug with a larger dog,dog
422763475.jpg,a boy in a blue jacket running away followed by a small dog,dog
4799924076.jpg,a rainy day with a man walking his dog with a woman at the back with a red umbrella,dog
3442272060.jpg,black dog is submissive on ground to brown dog,dog
2836864045.jpg,a black and white dog returns a frisbee,dog
364213568.jpg,a dog with a yellow toy is being chased by another dog,dog
3710520638.jpg,a black dog with a red collar is jumping in the water,dog
3618932839.jpg,a woman in blue running next to a black and white dog as it jumps over an obstacle,dog
1814086703.jpg,a tan dog is running along side another dog outside,dog
2339164918.jpg,a woman stands with a ferret and a dog,dog
3333017828.jpg,a white dog is running on wet rocks,dog
1015584366.jpg,a large black dog leaps a fallen log,dog
525968880.jpg,a white puppy is drinking water from a tap attached to a white wall,dog
3019776218.jpg,a young boy playing next to a sleeping dog on the floor,dog
2789238858.jpg,a dog racing on a track,dog
2320125735.jpg,a black dog stands a few feet away from a white soccer ball on grass,dog
2698197294.jpg,a black and white dog is running through shallow water,dog
3110614694.jpg,a reddish brown dog runs across the snow with a snowball in its mouth,dog
3142687558.jpg,a woman in a dress talking on the phone while holding a dog leash,dog
2944836001.jpg,man with dog who is jumping to catch tennis ball,dog
2119660490.jpg,the dog is laying on its back near a green ball,dog
124972799.jpg,a cat under the bench hissing with a dog growling and trying to get it,cat
3721404396.jpg,a little girl with a brown horse,horse
2511762757.jpg,a dog leaps of a dog jump,dog
4942974885.jpg,girl and black dog both love the pink cadillac car,dog
2335619125.jpg,a black dog is running through the snow,dog
3558251719.jpg,a man and a dog are playing in a field,dog
1287064529.jpg,a brown furry husky dog sticking out his tongue,dog
2708508967.jpg,a cowboy in a pink shirt is riding a bucking horse,horse
4958466857.jpg,two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign,dog
262570082.jpg,a tan dog and a black dog with stick in mouth walking in water,dog
1311132744.jpg,a black dog with a red collar walks through the grass with his mouth open and tongue hanging out,dog
2938349830.jpg,woman riding a dressed up horse on the road,horse
4510387219.jpg,a man walks a large dog past a barricaded building,dog
3183777589.jpg,big brown and white spotted dog laying on a jacket on the street,dog
3192311620.jpg,a brown dog is about to catch a treat,dog
3090386315.jpg,the tan dog runs through the leaves,dog
3429581486.jpg,a brown dog is running on the grass in front of some trees,dog
4913610444.jpg,a man in a military uniform training a dog in what appears to be a park,dog
472860064.jpg,a shaggy dog jumps outside in the grass,dog
2458006588.jpg,a black and brown dog standing on a beam above water,dog
2511762757.jpg,a dog jumping over a barrier on a course,dog
2465691083.jpg,a large black and tan dog is coming out of the water,dog
2085400856.jpg,a dog laying in the snow,dog
2896640216.jpg,a woman leading a gray and black spotted dog in a red bandanna through a competition,dog
533483374.jpg,the brown dog is standing next to a ball on the beach,dog
3658016590.jpg,rear end view of a galloping horse out in the field,horse
3650986674.jpg,the black dog and the brown dog are on the ground,dog
3640870001.jpg,a brown dog is walking in the river with a yellow ring in its mouth,dog
4326538699.jpg,two cowboys in a pen with a big spotted cow that has a rope around it s middle,cow
2953015871.jpg,a dog with paws in the air lying on grass,dog
3595992258.jpg,a brown dog running,dog
2446315531.jpg,two brown dog grapple each other in a sandy area,dog
478750151.jpg,a white dog races a brown dog in a field of grass,dog
3613242966.jpg,a tan dog splashes as he swims through the water,dog
256292144.jpg,a brown and white dog is running across the grass,dog
2313230479.jpg,a brown dog and a white and black dog are running in grass,dog
380034515.jpg,flowers are behind the fluffy dog that is coming up the step,dog
1454678644.jpg,a brown dog holds an object in its mouth while a black dog tries to take it away another brown dog looks on,dog
3396817186.jpg,the shaggy dog leaps and catches the ball,dog
2923891109.jpg,a white dog holds a tennis ball in its mouth in a field,dog
2082005167.jpg,a black dog is stepping on the ice,dog
2353088412.jpg,the brown dog is being chased by a black dog while holding a small toy in his mouth,dog
2665904080.jpg,a mother dog giving her puppy some milk,dog
2445783904.jpg,a gray dog walking on a leash in some grass,dog
2443512473.jpg,a dog weaving through an obstacle course,dog
3207775692.jpg,a black dog playfully bits another dog in a living room setting,dog
1752454466.jpg,a brown and white dog is running down a ramp,dog
816084977.jpg,a young child leads a large dog on the shore,dog
2981372647.jpg,a dog rolls on his back in the grass as two other dogs look on,dog
2369248869.jpg,a dog is running through some water,dog
2100909581.jpg,a large white dog jumping up in the snow,dog
2043520315.jpg,people with a dog hike up a green mountain,dog
2620113705.jpg,a white and brown dog sitting in the grass,dog
3384314832.jpg,a fluffy white and brown dog is jumping over an obstacle and holding a tennis ball in its mouth,dog
2339164918.jpg,a woman walks holding a ferret with a dog behind her,dog
3579686259.jpg,a white and brown dog walks down a path in a forested area,dog
3565749152.jpg,a dog catches a frisbee in the front yard,dog
272546805.jpg,a large brown dog is playing tugofwar with a large black dog,dog
2286270205.jpg,a golden dog walks carefully around a frozen pond,dog
3535084928.jpg,there is a dog licking its chops,dog
3515358125.jpg,a brown dog is chasing a ball on the grass,dog
4497873178.jpg,horse and cart moves down street two passengers sit in the back,horse
3326086533.jpg,a brown dog retrieves a pink toy,dog
4725459622.jpg,a line of horse riders are riding in a field,horse
2543247940.jpg,a large white dog is playing with a large stick,dog
3645162492.jpg,a young girl in a riding outfit is sitting on a horse holding a teddy bear,horse
1119015538.jpg,a playful dog is running through the grass,dog
244399048.jpg,a dog standing up on two legs with something in his mouth,dog
3146630574.jpg,a black and white dog is running through the water while holding something red in its mouth,dog
2119660490.jpg,a brown dog is rolling on its back on a carpet with several green toys nearby,dog
468911753.jpg,the brown and white dog is carrying a stick in his mouth,dog
267325341.jpg,a dog running with a red item in its mouth,dog
3025315215.jpg,the dog is running through a tunnel,dog
369802520.jpg,a tan dog is walking through snow,dog
3262849619.jpg,a longhaired brown and white dog carries a snowball in his mouth,dog
3214573346.jpg,a small white and black dog jumping over a big brown couch,dog
3212456649.jpg,a dog is jumping through the snow over some weeds,dog
2400700373.jpg,a cowboy hanging on for dear life while the horse below him simply tries to buck him off,horse
3257277774.jpg,a dog jumps high in the snow,dog
426191845.jpg,a dog running on the sand,dog
4966187934.jpg,a man next to a horse is sitting in a chair selling artwork,horse
1240297429.jpg,a white and tan dog leaps through the air,dog
2095078658.jpg,large dog running in snow,dog
2432038587.jpg,a black dog chasing geese,dog
365759754.jpg,the black dog carries an object in the snow,dog
3033724533.jpg,a small black and white dog and a larger tan one are checking each other out at the waters edge,dog
3618504267.jpg,a man is encouraging a small white dog to stand on its hind legs in a dog show,dog
1001773457.jpg,a black dog and a tricolored dog playing with each other on the road,dog
2335619125.jpg,a black dog with his mouth open and tongue out runs across an expanse of snow,dog
2466171114.jpg,the brown dog with the white chest is carrying a ball,dog
2467850190.jpg,a dog and a woman bending over,dog
297724467.jpg,the brown dog is shaking itself off,dog
2578289278.jpg,a man falls off his horse on a racetrack,horse
2716369043.jpg,a shirtless man with tattoos on his chest is riding on a skateboard pulled by his dog,dog
2640000969.jpg,a big brown dog jumps into a swimming pool on the backyard,dog
3154813159.jpg,a dog stands on his hind legs for a lady in purple,dog
2403544744.jpg,a dog runs by two cows,dog
2090327868.jpg,a woman and a tiny baby are standing in front of a cow statue,cow
2629294578.jpg,there is a tan dog in the middle of a field,dog
449352117.jpg,a dog chews on the strap of a camera case,dog
355444658.jpg,a man holding a rifle next to his brown dog,dog
2272426567.jpg,a dog walks through the snow in the daylight,dog
7760722986.jpg,a young boy rides a horse in the rain forest,horse
4931368578.jpg,a person on a brown horse wearing jeans and a cowboy hat attempts to lasso a running calf,horse
1003163366.jpg,a man lays on a bench while his dog sits by him,dog
1164765687.jpg,a man playing with his dog on the blanket on the floor,dog
2467850190.jpg,a dog and a person look under the shelf,dog
3205839744.jpg,a large brown dog is lying in the sun on a big,dog
4978789157.jpg,a man on a bike is walking a dog along a boardwalk,dog
2616561200.jpg,a small dog chases a tennis ball on pavement,dog
909808296.jpg,a small dog on a leash is being smelled by another animal,dog
459814265.jpg,a dog sitting in the grass,dog
3264337159.jpg,a white dog runs through dried cattails in a snowy field,dog
3346711367.jpg,a black dog is running behind a brown and white dog across a low cut field,dog
3711611500.jpg,a black dog jumping into some water to catch a red and blue frisbee,dog
3474406285.jpg,a brown dog jumping over a blue and yellow stick,dog
2882483779.jpg,a dog and cat sit by a table with toys on it,dog
3335097235.jpg,black and white dog running outside,dog
124195430.jpg,a thin brown horse standing and a small black horse sitting on sand,horse
4675539672.jpg,a person walking with a dog,dog
2830880811.jpg,a small dog with a tennis ball in its mouth playing in a driveway,dog
1713248099.jpg,a brown dog,dog
2912476706.jpg,one brown dogs snarls at the other dog while they both are in the snow,dog
486712504.jpg,a tan dog jumping over a red and blue toy,dog
4787655421.jpg,a person dressed as a medieval knight is on a horse with a green background,horse
3455757720.jpg,a small dog running on a beach,dog
137861003.jpg,a mother and her two sons walk behind a horse tied to a boat,horse
244443352.jpg,a brown dog has his face down in the snow,dog
543613917.jpg,a man on a horse galloping onto its back two feet,horse
473988700.jpg,a brown and black dog with a red and blue collar stands on a brown grassy surface with water droplets all around,dog
4521546708.jpg,a dog is standing in front of a pizza parlor and the man is smiling looking at him,dog
859620561.jpg,a dog leaps high in the air to catch a toy over the green grass,dog
3476237185.jpg,the big black dog is behind the little black dog,dog
6212337902.jpg,a man riding a horse in those jumping competitions jumping a very large wall with a cameraman in the fore ground,horse
